"ID","Type","SKU","Name","Published","Is featured?","Visibility in catalog","Short description","Description","Tax status","In stock?","Stock","Backorders allowed?","Sold individually?","Regular price","Sale price","Categories","Tags","Brands","Images","Parent","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global"
"","simple","65049059","Kids Girls Fitted Cycling Shorts","1","0","visible","Tommy Hilfiger — Kids Girls Fitted Cycling Shorts. Available in C1g Darknightnavy.","Tommy Hilfiger — Kids Girls Fitted Cycling Shorts. Available in C1g Darknightnavy.","taxable","1","2","0","0","59","35.4","Kids > Clothing > Skirts & Shorts","Tommy Hilfiger, kids-clothing-skirts-and-shorts","Tommy Hilfiger","https://abc.heyacdn.com/abc.com.lb/public/data/products/69fdc0e5c05b7.opt.webp?id=207056, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69fdc0f700ad6.opt.webp?id=207057, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69fdc0f96c10f.opt.webp?id=207058, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69fdc0fb6072b.opt.webp?id=207059","","Color","C1g Darknightnavy","1","0","Size","12","1","0"
"","variable","ABC-136773","Kids Boys Logo Embroidery Terry Joggers","1","0","visible","Tommy Hilfiger — Kids Boys Logo Embroidery Terry Joggers. Available in C1g Darknightnavy.","Tommy Hilfiger — Kids Boys Logo Embroidery Terry Joggers. Available in C1g Darknightnavy.","taxable","1","","0","0","","","Kids > Clothing > Trousers & Leggings","Tommy Hilfiger, kids-clothing-trousers-and-leggings","Tommy Hilfiger","https://abc.heyacdn.com/abc.com.lb/public/data/products/69fda519b0bc9.opt.webp?id=207010, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69fda5234c893.opt.webp?id=207011, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69fda5251ea3e.opt.webp?id=207012, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69fda526eb4eb.opt.webp?id=207013","","Color","C1g Darknightnavy","1","0","Size","2, 16","1","0"
"","variation","65048646","Kids Boys Logo Embroidery Terry Joggers","1","","visible","","","taxable","1","2","","","94","47","","","","","ABC-136773","Color","C1g Darknightnavy","","0","Size","2","","0"
"","variation","65048647","Kids Boys Logo Embroidery Terry Joggers","1","","visible","","","taxable","1","2","","","94","47","","","","","ABC-136773","Color","C1g Darknightnavy","","0","Size","16","","0"
"","variable","ABC-133658","Kids Girls Shell Swim Dress Coverup - Yellow","1","0","visible","carter's — Kids Girls Shell Swim Dress Coverup - Yellow. Available in Yellow.","carter's — Kids Girls Shell Swim Dress Coverup - Yellow. Available in Yellow.","taxable","1","","0","0","","","Kids > Clothing > Swimwear","carter's, kids-clothing-swimwear","carter's","https://abc.heyacdn.com/abc.com.lb/public/data/products/69ef41b70e23c.opt.webp?id=203928, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef41c3101f2.opt.webp?id=203929, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef41c4d9ef7.opt.webp?id=203930","","Color","Yellow","1","0","Size","2, 3","1","0"
"","variation","65101485","Kids Girls Shell Swim Dress Coverup - Yellow","1","","visible","","","taxable","1","2","","","31","15.5","","","","","ABC-133658","Color","Yellow","","0","Size","2","","0"
"","variation","65101486","Kids Girls Shell Swim Dress Coverup - Yellow","1","","visible","","","taxable","1","2","","","31","15.5","","","","","ABC-133658","Color","Yellow","","0","Size","3","","0"
"","simple","65101431","Baby Neutral Farm Print 2 Pack Sleep & Play","1","0","visible","carter's — Baby Neutral Farm Print 2 Pack Sleep & Play. Available in Assorted.","carter's — Baby Neutral Farm Print 2 Pack Sleep & Play. Available in Assorted.","taxable","1","2","0","0","42","29.4","Kids > Clothing > Pyjamas & Robes","carter's, kids-clothing-pyjamas-and-robes","carter's","https://abc.heyacdn.com/abc.com.lb/public/data/products/69ef3d91cf3b9.opt.webp?id=203897, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3da10bb86.opt.webp?id=203898, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3da48b6c9.opt.webp?id=203899, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3da69d3ba.opt.webp?id=203900","","Color","Assorted","1","0","Size","9M","1","0"
"","simple","65101415","Baby Boy Whale Purely Soft Snug Fit 1-Piece Pajama - Blue","1","0","visible","carter's — Baby Boy Whale Purely Soft Snug Fit 1-Piece Pajama - Blue. Available in Blue.","carter's — Baby Boy Whale Purely Soft Snug Fit 1-Piece Pajama - Blue. Available in Blue.","taxable","1","2","0","0","29","14.5","Kids > Clothing > Pyjamas & Robes","carter's, kids-clothing-pyjamas-and-robes","carter's","https://abc.heyacdn.com/abc.com.lb/public/data/products/69ef3c6fd7b58.opt.webp?id=203883, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3c7bc79e0.opt.webp?id=203884, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3c7f53d8a.opt.webp?id=203885, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3c816e981.opt.webp?id=203886, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3c83416cd.opt.webp?id=203887, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3c854767a.opt.webp?id=203888","","Color","Blue","1","0","Size","12M","1","0"
"","simple","65101412","Baby Girl Flamingo Purely Soft Snug Fit 1-Piece Pajama - Ivory","1","0","visible","carter's — Baby Girl Flamingo Purely Soft Snug Fit 1-Piece Pajama - Ivory. Available in White.","carter's — Baby Girl Flamingo Purely Soft Snug Fit 1-Piece Pajama - Ivory. Available in White.","taxable","1","2","0","0","29","14.5","Kids > Clothing > Pyjamas & Robes","carter's, kids-clothing-pyjamas-and-robes","carter's","https://abc.heyacdn.com/abc.com.lb/public/data/products/69fb115458aa3.opt.webp?id=206457, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69fb115b45da9.opt.webp?id=206458, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69fb11685d888.opt.webp?id=206460","","Color","White","1","0","Size","12M","1","0"
"","variable","ABC-133581","Baby Girl 2-Pack Ice Cream Sleeper- Purple&Blue","1","0","visible","carter's — Baby Girl 2-Pack Ice Cream Sleeper- Purple&Blue. Available in Assorted.","carter's — Baby Girl 2-Pack Ice Cream Sleeper- Purple&Blue. Available in Assorted.","taxable","1","","0","0","","","Kids > Clothing > Pyjamas & Robes","carter's, kids-clothing-pyjamas-and-robes","carter's","https://abc.heyacdn.com/abc.com.lb/public/data/products/69ef3be3ec443.opt.webp, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3beebda3a.opt.webp, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3bf265f06.opt.webp, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3bf4eb779.opt.webp","","Color","Assorted","1","0","Size","NB, 3M, 6M, 9M","1","0"
"","variation","65101408","Baby Girl 2-Pack Ice Cream Sleeper- Purple&Blue","1","","visible","","","taxable","1","4","","","42","29.4","","","","","ABC-133581","Color","Assorted","","0","Size","NB","","0"
"","variation","65101409","Baby Girl 2-Pack Ice Cream Sleeper- Purple&Blue","1","","visible","","","taxable","1","5","","","42","29.4","","","","","ABC-133581","Color","Assorted","","0","Size","3M","","0"
"","variation","65101410","Baby Girl 2-Pack Ice Cream Sleeper- Purple&Blue","1","","visible","","","taxable","1","8","","","42","29.4","","","","","ABC-133581","Color","Assorted","","0","Size","6M","","0"
"","variation","65101411","Baby Girl 2-Pack Ice Cream Sleeper- Purple&Blue","1","","visible","","","taxable","1","3","","","42","29.4","","","","","ABC-133581","Color","Assorted","","0","Size","9M","","0"
"","simple","65101406","Baby Boy 2-Pack Lemon Sleep & Play Pajamas - Yellow&Blue","1","0","visible","carter's — Baby Boy 2-Pack Lemon Sleep & Play Pajamas - Yellow&Blue. Available in Assorted.","carter's — Baby Boy 2-Pack Lemon Sleep & Play Pajamas - Yellow&Blue. Available in Assorted.","taxable","1","2","0","0","42","29.4","Kids > Clothing > Pyjamas & Robes","carter's, kids-clothing-pyjamas-and-robes","carter's","https://abc.heyacdn.com/abc.com.lb/public/data/products/69ef3b912585c.opt.webp?id=203875, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3b9f07d44.opt.webp?id=203876, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3ba112eb3.opt.webp?id=203877, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3ba3014e5.opt.webp?id=203878","","Color","Assorted","1","0","Size","6M","1","0"
"","variable","ABC-133574","Baby Boy 2-Pack Sports Sleep & Play Pajamas - Ivory&Tan","1","0","visible","carter's — Baby Boy 2-Pack Sports Sleep & Play Pajamas - Ivory&Tan. Available in Assorted.","carter's — Baby Boy 2-Pack Sports Sleep & Play Pajamas - Ivory&Tan. Available in Assorted.","taxable","1","","0","0","","","Kids > Clothing > Pyjamas & Robes","carter's, kids-clothing-pyjamas-and-robes","carter's","https://abc.heyacdn.com/abc.com.lb/public/data/products/69ef3b5645d33.opt.webp?id=203871, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3b62335b9.opt.webp?id=203872, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3b641b4c9.opt.webp?id=203873, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef3b65cb5af.opt.webp?id=203874","","Color","Assorted","1","0","Size","3M, 6M","1","0"
"","variation","65101401","Baby Boy 2-Pack Sports Sleep & Play Pajamas - Ivory&Tan","1","","visible","","","taxable","1","3","","","42","29.4","","","","","ABC-133574","Color","Assorted","","0","Size","3M","","0"
"","variation","65101402","Baby Boy 2-Pack Sports Sleep & Play Pajamas - Ivory&Tan","1","","visible","","","taxable","1","3","","","42","29.4","","","","","ABC-133574","Color","Assorted","","0","Size","6M","","0"
"","variable","ABC-133571","Baby Boy 2-Pack Santori Sleep & Play Pajamas","1","0","visible","carter's — Baby Boy 2-Pack Santori Sleep & Play Pajamas. Available in Assorted.","carter's — Baby Boy 2-Pack Santori Sleep & Play Pajamas. Available in Assorted.","taxable","1","","0","0","","","Kids > Clothing > Pyjamas & Robes","carter's, kids-clothing-pyjamas-and-robes","carter's","https://abc.heyacdn.com/abc.com.lb/public/data/products/69ef32818ba3f.opt.webp?id=203867, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef32d1352fc.opt.webp?id=203868, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef32d318035.opt.webp?id=203869, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef32d50157f.opt.webp?id=203870","","Color","Assorted","1","0","Size","6M, 9M","1","0"
"","variation","65101398","Baby Boy 2-Pack Santori Sleep & Play Pajamas","1","","visible","","","taxable","1","2","","","42","29.4","","","","","ABC-133571","Color","Assorted","","0","Size","6M","","0"
"","variation","65101399","Baby Boy 2-Pack Santori Sleep & Play Pajamas","1","","visible","","","taxable","1","2","","","42","29.4","","","","","ABC-133571","Color","Assorted","","0","Size","9M","","0"
"","simple","65101395","Baby Boy 2-Pack Boat Sleep & Play Pajamas - Blue","1","0","visible","carter's — Baby Boy 2-Pack Boat Sleep & Play Pajamas - Blue. Available in Assorted.","carter's — Baby Boy 2-Pack Boat Sleep & Play Pajamas - Blue. Available in Assorted.","taxable","1","2","0","0","42","29.4","Kids > Clothing > Pyjamas & Robes","carter's, kids-clothing-pyjamas-and-robes","carter's","https://abc.heyacdn.com/abc.com.lb/public/data/products/69ef31905eebc.opt.webp?id=203863, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef319ea49c0.opt.webp?id=203864, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef31a08a284.opt.webp?id=203865, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef31a2786ea.opt.webp?id=203866","","Color","Assorted","1","0","Size","9M","1","0"
"","variable","ABC-133560","Baby Boy 2-Pack Whale PurelySoft Sleeveless Romper Set - Blue","1","0","visible","carter's — Baby Boy 2-Pack Whale PurelySoft Sleeveless Romper Set - Blue. Available in Assorted.","carter's — Baby Boy 2-Pack Whale PurelySoft Sleeveless Romper Set - Blue. Available in Assorted.","taxable","1","","0","0","","","Kids > Clothing > Jumpsuits & Rompers","carter's, kids-clothing-jumpsuits-and-rompers","carter's","https://abc.heyacdn.com/abc.com.lb/public/data/products/69ef314bceb44.opt.webp?id=203859, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef31588b8f1.opt.webp?id=203860, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef315c9a540.opt.webp?id=203861, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef315f0bc1a.opt.webp?id=203862","","Color","Assorted","1","0","Size","6M, 9M, 12M","1","0"
"","variation","65101387","Baby Boy 2-Pack Whale PurelySoft Sleeveless Romper Set - Blue","1","","visible","","","taxable","1","4","","","43","21.5","","","","","ABC-133560","Color","Assorted","","0","Size","6M","","0"
"","variation","65101388","Baby Boy 2-Pack Whale PurelySoft Sleeveless Romper Set - Blue","1","","visible","","","taxable","1","4","","","43","21.5","","","","","ABC-133560","Color","Assorted","","0","Size","9M","","0"
"","variation","65101389","Baby Boy 2-Pack Whale PurelySoft Sleeveless Romper Set - Blue","1","","visible","","","taxable","1","2","","","43","21.5","","","","","ABC-133560","Color","Assorted","","0","Size","12M","","0"
"","variable","ABC-133554","Baby Girl 2-Pack Flamingo PurelySoft Sleeveless Romper Set - Pink&Ivory","1","0","visible","carter's — Baby Girl 2-Pack Flamingo PurelySoft Sleeveless Romper Set - Pink&Ivory. Available in Assorted.","carter's — Baby Girl 2-Pack Flamingo PurelySoft Sleeveless Romper Set - Pink&Ivory. Available in Assorted.","taxable","1","","0","0","","","Kids > Clothing > Jumpsuits & Rompers","carter's, kids-clothing-jumpsuits-and-rompers","carter's","https://abc.heyacdn.com/abc.com.lb/public/data/products/69ef3105dc61d.opt.webp?id=203856, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef31151ba5b.opt.webp?id=203857, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69ef31170ee47.opt.webp?id=203858","","Color","Assorted","1","0","Size","6M, 9M, 12M, 18M","1","0"
"","variation","65101381","Baby Girl 2-Pack Flamingo PurelySoft Sleeveless Romper Set - Pink&Ivory","1","","visible","","","taxable","1","5","","","43","21.5","","","","","ABC-133554","Color","Assorted","","0","Size","6M","","0"
"","variation","65101382","Baby Girl 2-Pack Flamingo PurelySoft Sleeveless Romper Set - Pink&Ivory","1","","visible","","","taxable","1","2","","","43","21.5","","","","","ABC-133554","Color","Assorted","","0","Size","9M","","0"
"","variation","65101383","Baby Girl 2-Pack Flamingo PurelySoft Sleeveless Romper Set - Pink&Ivory","1","","visible","","","taxable","1","5","","","43","21.5","","","","","ABC-133554","Color","Assorted","","0","Size","12M","","0"
"","variation","65101384","Baby Girl 2-Pack Flamingo PurelySoft Sleeveless Romper Set - Pink&Ivory","1","","visible","","","taxable","1","2","","","43","21.5","","","","","ABC-133554","Color","Assorted","","0","Size","18M","","0"
"","variable","ABC-133549","Baby Girl Flamingo PurelySoft 2-Way Zip Snug Fit Sleep & Play Pajamas - Ivory","1","0","visible","carter's — Baby Girl Flamingo PurelySoft 2-Way Zip Snug Fit Sleep & Play Pajamas - Ivory. Available in White.","carter's — Baby Girl Flamingo PurelySoft 2-Way Zip Snug Fit Sleep & Play Pajamas - Ivory. Available in White.","taxable","1","","0","0","","","Kids > Clothing > Pyjamas & Robes","carter's, kids-clothing-pyjamas-and-robes","carter's","https://abc.heyacdn.com/abc.com.lb/public/data/products/69fb0dd78d122.opt.webp?id=206428, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69fb0de7e1060.opt.webp?id=206429, https://abc.heyacdn.com/abc.com.lb/public/data/products_gallery/69fb0df35042a.opt.webp?id=206430","","Color","White","1","0","Size","NB, 3M, 6M","1","0"
"","variation","65101376","Baby Girl Flamingo PurelySoft 2-Way Zip Snug Fit Sleep & Play Pajamas - Ivory","1","","visible","","","taxable","1","2","","","27","18.9","","","","","ABC-133549","Color","White","","0","Size","NB","","0"
"","variation","65101377","Baby Girl Flamingo PurelySoft 2-Way Zip Snug Fit Sleep & Play Pajamas - Ivory","1","","visible","","","taxable","1","5","","","27","18.9","","","","","ABC-133549","Color","White","","0","Size","3M","","0"
"","variation","65101378","Baby Girl Flamingo PurelySoft 2-Way Zip Snug Fit Sleep & Play Pajamas - Ivory","1","","visible","","","taxable","1","3","","","27","18.9","","","","","ABC-133549","Color","White","","0","Size","6M","","0"
